START 14:30:09 - 
1 : [-111158.3515625, -89252.125, -106475.21875, -106668.0, -187500.015625, -185282.9375, -187500.015625, -187500.015625, -119284.6640625, -88905.359375, -135471.78125, -143720.890625, -171118.203125, -186271.59375, -176081.703125, -180150.453125]    [6.25000029685907e-05, 0.0, 0.0]20210608_14:30:14 - 
2 : [-113251.8828125, -90432.453125, -107823.96875, -107530.3515625, -187500.015625, -186060.90625, -187500.015625, -187500.015625, -119397.859375, -88973.6875, -135538.78125, -143782.71875, -171187.671875, -186345.953125, -176194.328125, -180292.390625]    [0.0001250000059371814, 6.25000029685907e-05, 0.0]20210608_14:30:14 - 
3 : [-111128.6953125, -89224.1171875, -106448.6640625, -106644.328125, -187500.015625, -185284.390625, -187500.015625, -187500.015625, -119370.7890625, -88965.953125, -135530.0, -143776.046875, -171186.125, -186341.984375, -176171.5625, -180295.78125]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
4 : [-113198.6640625, -90390.34375, -107777.8515625, -107491.4140625, -187500.015625, -186042.515625, -187500.015625, -187500.015625, -119273.421875, -88881.2890625, -135446.25, -143698.09375, -171112.28125, -186271.890625, -176096.546875, -180140.671875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
5 : [-111172.2109375, -89235.921875, -106476.578125, -106657.9453125, -187500.015625, -185314.53125, -187500.015625, -187500.015625, -119454.046875, -89019.3125, -135580.65625, -143823.109375, -171246.1875, -186403.78125, -176254.21875, -180432.046875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
6 : [-113076.15625, -90311.28125, -107683.53125, -107420.46875, -187500.015625, -185998.546875, -187500.015625, -187500.015625, -119154.3359375, -88792.7109375, -135357.609375, -143617.046875, -171040.59375, -186201.25, -176002.625, -179996.609375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
7 : [-111263.921875, -89276.890625, -106526.671875, -106682.8671875, -187500.015625, -185359.34375, -187500.015625, -187500.015625, -119533.9140625, -89074.9453125, -135634.046875, -143873.6875, -171309.515625, -186469.5625, -176338.984375, -180566.734375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
8 : [-112898.6171875, -90199.796875, -107556.2109375, -107330.0625, -187500.015625, -185936.0, -187500.015625, -187500.015625, -119046.28125, -88713.875, -135278.640625, -143545.15625, -170978.234375, -186140.328125, -175920.140625, -179870.234375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
9 : [-111421.8828125, -89354.5390625, -106627.765625, -106744.265625, -187500.015625, -185431.75, -187500.015625, -187500.015625, -119601.7734375, -89117.9921875, -135674.484375, -143911.703125, -171360.28125, -186522.171875, -176409.4375, -180678.921875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
10 : [-112670.2734375, -90059.9609375, -107394.65625, -107216.9609375, -187500.015625, -185853.953125, -187500.015625, -187500.015625, -118956.609375, -88646.8203125, -135210.9375, -143483.375, -170926.46875, -186089.21875, -175851.484375, -179767.546875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
11 : [-111605.5, -89446.2265625, -106733.2265625, -106802.7109375, -187500.015625, -185505.625, -187500.015625, -187500.015625, -119648.6640625, -89147.9453125, -135702.609375, -143938.546875, -171399.125, -186563.734375, -176464.46875, -180765.390625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
12 : [-112403.796875, -89896.9765625, -107208.53125, -107088.03125, -187500.015625, -185758.203125, -187500.015625, -187500.015625, -118885.84375, -88594.875, -135158.203125, -143435.8125, -170888.828125, -186053.078125, -175801.65625, -179695.859375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
13 : [-111836.0625, -89566.1015625, -106879.109375, -106892.703125, -187500.015625, -185603.25, -187500.015625, -187500.015625, -119673.9453125, -89160.6171875, -135713.265625, -143949.078125, -171421.453125, -186587.984375, -176498.265625, -180817.390625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
14 : [-112117.0234375, -89722.3359375, -107012.53125, -106953.7421875, -187500.015625, -185656.703125, -187500.015625, -187500.015625, -118845.7265625, -88563.515625, -135125.53125, -143406.53125, -170870.25, -186035.265625, -175775.96875, -179661.515625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
15 : [-112058.234375, -89677.65625, -107006.1796875, -106962.1953125, -187500.015625, -185685.53125, -187500.015625, -187500.015625, -119664.9609375, -89147.984375, -135699.40625, -143936.609375, -171420.40625, -186589.21875, -176503.03125, -180826.390625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
16 : [-111821.640625, -89543.9296875, -106809.53125, -106815.1171875, -187500.015625, -185554.1875, -187500.015625, -187500.015625, -118823.078125, -88545.5390625, -135106.375, -143389.546875, -170864.53125, -186031.15625, -175768.328125, -179659.59375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
17 : [-112307.4609375, -89809.9765625, -107163.921875, -107060.140625, -187500.015625, -185789.796875, -187500.015625, -187500.015625, -119641.6484375, -89127.2265625, -135677.40625, -143917.3125, -171412.109375, -186582.84375, -176494.828125, -180808.484375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
18 : [-111548.8203125, -89378.703125, -106628.59375, -106694.0859375, -187500.015625, -185464.828125, -187500.015625, -187500.015625, -118837.9921875, -88553.5859375, -135112.515625, -143396.296875, -170882.6875, -186050.3125, -175790.8125, -179700.296875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
19 : [-112520.421875, -89919.59375, -107283.609375, -107125.6328125, -187500.015625, -185869.109375, -187500.015625, -187500.015625, -119586.3515625, -89083.1015625, -135632.640625, -143876.90625, -171381.90625, -186554.796875, -176459.359375, -180750.015625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
20 : [-111288.578125, -89219.1796875, -106449.0859375, -106570.2578125, -187500.015625, -185376.703125, -187500.015625, -187500.015625, -118867.7578125, -88575.0234375, -135132.203125, -143415.765625, -170913.984375, -186083.5625, -175830.671875, -179770.1875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
21 : [-112712.1171875, -90016.78125, -107400.53125, -107193.9609375, -187500.015625, -185945.546875, -187500.015625, -187500.015625, -119504.3828125, -89019.3984375, -135568.21875, -143817.890625, -171333.046875, -186507.53125, -176399.28125, -180654.953125]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
22 : [-111088.8828125, -89095.8203125, -106320.6796875, -106484.984375, -187500.015625, -185319.09375, -187500.015625, -187500.015625, -118921.921875, -88610.9453125, -135165.359375, -143447.140625, -170957.78125, -186128.4375, -175888.359375, -179868.15625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
23 : [-112844.0078125, -90080.4375, -107467.4140625, -107224.578125, -187500.015625, -185992.828125, -187500.015625, -187500.015625, -119407.53125, -88947.109375, -135495.65625, -143751.796875, -171276.640625, -186452.859375, -176327.640625, -180539.671875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
24 : [-110925.1171875, -88990.453125, -106203.4453125, -106401.2578125, -187500.015625, -185267.3125, -187500.015625, -187500.015625, -118985.625, -88655.6484375, -135208.1875, -143487.578125, -171010.734375, -186183.703125, -175958.46875, -179986.421875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
25 : [-112929.75, -90118.6796875, -107512.2734375, -107246.1953125, -187500.015625, -186028.34375, -187500.015625, -187500.015625, -119293.5625, -88862.0390625, -135410.484375, -143673.921875, -171208.390625, -186386.0625, -176240.0, -180401.359375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
26 : [-110846.7734375, -88935.359375, -106154.6953125, -106368.0859375, -187500.015625, -185255.640625, -187500.015625, -187500.015625, -119068.1015625, -88710.921875, -135260.53125, -143536.75, -171072.828125, -186246.984375, -176040.796875, -180121.4375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
27 : [-112937.5078125, -90112.1953125, -107499.125, -107225.96875, -187500.015625, -186029.203125, -187500.015625, -187500.015625, -119174.140625, -88773.484375, -135321.796875, -143592.953125, -171136.515625, -186315.5625, -176146.703125, -180254.03125]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
28 : [-110810.0, -88900.484375, -106118.8828125, -106335.3203125, -187500.015625, -185249.140625, -187500.015625, -187500.015625, -119148.09375, -88766.3125, -135313.65625, -143586.625, -171135.484375, -186312.203125, -176125.375, -180261.296875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
29 : [-112879.6875, -90067.1796875, -107448.5234375, -107183.3671875, -187500.015625, -186008.046875, -187500.015625, -187500.015625, -119043.5390625, -88676.75, -135225.21875, -143504.390625, -171057.125, -186237.703125, -176044.640625, -180097.921875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
30 : [-110859.78125, -88917.2265625, -106153.6640625, -106355.3671875, -187500.015625, -185284.546875, -187500.015625, -187500.015625, -119232.6796875, -88822.234375, -135366.75, -143636.375, -171198.09375, -186376.359375, -176210.359375, -180399.8125]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
31 : [-112756.59375, -89987.09375, -107354.78125, -107112.7578125, -187500.015625, -185963.578125, -187500.015625, -187500.015625, -118926.3203125, -88590.421875, -135138.5625, -143425.3125, -170987.375, -186168.8125, -175953.046875, -179956.046875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
32 : [-110949.25, -88955.2734375, -106199.890625, -106375.9765625, -187500.015625, -185325.625, -187500.015625, -187500.015625, -119307.109375, -88872.8125, -135415.109375, -143681.9375, -171256.25, -186437.28125, -176290.484375, -180529.546875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
33 : [-112575.6328125, -89873.6171875, -107223.9765625, -107019.4375, -187500.015625, -185899.0625, -187500.015625, -187500.015625, -118815.9921875, -88510.5625, -135058.578125, -143352.4375, -170924.03125, -186106.921875, -175869.65625, -179829.015625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
34 : [-111109.4453125, -89034.640625, -106304.0703125, -106440.0546875, -187500.015625, -185400.25, -187500.015625, -187500.015625, -119375.2578125, -88917.40625, -135457.1875, -143721.421875, -171308.4375, -186491.203125, -176362.34375, -180643.15625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
35 : [-112343.4921875, -89730.203125, -107060.7421875, -106905.0, -187500.015625, -185814.765625, -187500.015625, -187500.015625, -118725.71875, -88442.7890625, -134990.203125, -143289.96875, -170871.359375, -186054.84375, -175800.1875, -179725.640625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
36 : [-111291.34375, -89124.453125, -106407.734375, -106496.671875, -187500.015625, -185472.203125, -187500.015625, -187500.015625, -119416.65625, -88942.015625, -135479.984375, -143743.0, -171342.140625, -186527.546875, -176412.0, -180723.71875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
37 : [-112076.09375, -89568.15625, -106873.6796875, -106775.8046875, -187500.015625, -185720.0625, -187500.015625, -187500.015625, -118655.1953125, -88391.71875, -134938.703125, -143243.40625, -170835.046875, -186020.21875, -175751.59375, -179655.703125]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
38 : [-111520.5859375, -89244.28125, -106553.6015625, -106587.0390625, -187500.015625, -185570.328125, -187500.015625, -187500.015625, -119443.0546875, -88957.6171875, -135493.859375, -143756.828125, -171367.78125, -186555.171875, -176448.8125, -180778.421875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:30:14 - 
