START 14:49:55 - 
1 : [-7110.0673828125, -6532.9677734375, -6699.17529296875, -6539.6064453125, -108175.6484375, -112768.9765625, -123893.9765625, -170030.96875, -6236.22607421875, -6321.56494140625, -6281.6669921875, -6342.2626953125, -71550.03125, -103399.5078125, -88843.359375, -100876.7109375]    [0.0, 0.0, 0.0]20210608_14:50:00 - 
2 : [-5135.6708984375, -5610.6904296875, -5675.2197265625, -5905.107421875, -107663.6171875, -112216.3515625, -123396.9375, -169562.96875, -6642.759765625, -6599.9111328125, -6550.3798828125, -6589.29443359375, -71801.78125, -103652.390625, -89181.875, -101419.2265625]    [0.0001250000059371814, 6.25000029685907e-05, 0.0]20210608_14:50:00 - 
3 : [-6911.181640625, -6446.17626953125, -6600.9619140625, -6483.771484375, -108126.875, -112717.4765625, -123845.2734375, -169985.109375, -6159.939453125, -6268.03271484375, -6228.984375, -6293.82666015625, -71500.34375, -103348.65625, -88774.8046875, -100769.0859375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:00 - 
4 : [-5368.93359375, -5715.9892578125, -5801.5068359375, -5983.38330078125, -107725.28125, -112283.921875, -123456.6875, -169618.5625, -6721.52734375, -6654.24853515625, -6603.353515625, -6638.1328125, -71851.8046875, -103702.53125, -89249.78125, -101522.2265625]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
5 : [-6611.7578125, -6317.51953125, -6441.0576171875, -6379.0537109375, -108047.4140625, -112628.96875, -123770.1015625, -169915.09375, -6092.392578125, -6221.07177734375, -6182.939453125, -6251.5595703125, -71456.6953125, -103304.8046875, -88715.8828125, -100680.4375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
6 : [-5668.7822265625, -5834.296875, -5940.8701171875, -6067.26904296875, -107791.578125, -112356.65625, -123520.921875, -169678.46875, -6770.6787109375, -6688.8935546875, -6637.57421875, -6669.62646484375, -71883.9453125, -103735.5625, -89295.265625, -101593.6875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
7 : [-6316.6923828125, -6183.4091796875, -6291.30078125, -6288.97607421875, -107970.6171875, -112547.4296875, -123694.015625, -169843.265625, -6047.80078125, -6187.767578125, -6149.76953125, -6220.42333984375, -71424.796875, -103272.125, -88673.796875, -100618.859375]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
8 : [-5988.2109375, -5976.9013671875, -6109.87158203125, -6173.7978515625, -107874.6171875, -112447.6484375, -123600.5859375, -169752.6875, -6805.1005859375, -6711.44677734375, -6659.7021484375, -6689.65380859375, -71904.4921875, -103755.8828125, -89324.4296875, -101637.296875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
9 : [-5961.79150390625, -6031.39453125, -6108.46337890625, -6171.1826171875, -107880.3359375, -112447.5546875, -123608.390625, -169763.421875, -6030.232421875, -6175.65283203125, -6137.72216796875, -6209.42626953125, -71413.2421875, -103260.25, -88657.4140625, -100595.546875]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
10 : [-6309.96435546875, -6117.24755859375, -6266.80322265625, -6269.150390625, -107953.09375, -112532.140625, -123677.5859375, -169825.15625, -6808.38623046875, -6715.693359375, -6664.5302734375, -6694.43701171875, -71909.3203125, -103761.3984375, -89331.3828125, -101646.8828125]    [0.0001250000059371814, 0.0001250000059371814, 0.0]20210608_14:50:01 - 
